InvoiceNo,Date,Month,Day,weekday/weekend,Year Qrt,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode,Revenue,Total cost,Profit margin,
INV1000151,"Monday, December 2, 2024",Dec,Monday,Weekday,2024-Q4,STR009,PRD0031,Clothing,4,4056.68,5,1324.01,New,Card,16226.72,5296.04,10930.68,
INV1000152,"Monday, June 30, 2025",Jun,Monday,Weekday,2025-Q2,STR046,PRD0093,Shoes,2,4246.39,5,1547.68,Returning,Card,8492.78,3095.36,5397.42,
INV1000153,"Saturday, September 6, 2025",Sep,Saturday,Weekend,2025-Q3,STR044,PRD0067,Accessories,3,3641.79,15,616.1,Returning,Digital,10925.37,1848.3,9077.07,
INV1000154,"Saturday, November 15, 2025",Nov,Saturday,Weekend,2025-Q4,STR008,PRD0067,Accessories,9,1784.25,0,463.4,New,Digital,16058.25,4170.6,11887.65,
INV1000155,"Saturday, July 19, 2025",Jul,Saturday,Weekend,2025-Q3,STR041,PRD0039,Clothing,4,3264.93,10,1454.72,Returning,Digital,13059.72,5818.88,7240.84,
INV1000156,"Sunday, February 11, 2024",Feb,Sunday,Weekend,2024-Q1,STR022,PRD0108,Shoes,6,7452.29,20,756.1,Returning,Card,44713.74,4536.6,40177.14,
INV1000157,"Wednesday, September 25, 2024",Sep,Wednesday,Weekday,2024-Q3,STR041,PRD0004,Clothing,3,2741.17,0,550.76,Returning,Card,8223.51,1652.28,6571.23,
INV1000158,"Sunday, November 3, 2024",Nov,Sunday,Weekend,2024-Q4,STR045,PRD0008,Clothing,8,1211.36,5,256.23,Returning,Cash,9690.88,2049.84,7641.04,
INV1000159,"Tuesday, July 30, 2024",Jul,Tuesday,Weekday,2024-Q3,STR036,PRD0014,Clothing,1,1936.02,0,471.38,New,Card,1936.02,471.38,1464.64,
INV1000160,"Monday, October 21, 2024",Oct,Monday,Weekday,2024-Q4,STR040,PRD0054,Accessories,5,2708.22,0,2154.3,New,Cash,13541.1,10771.5,2769.6,
INV1000161,"Friday, December 27, 2024",Dec,Friday,Weekday,2024-Q4,STR033,PRD0060,Accessories,3,5137.97,0,758.09,New,Cash,15413.91,2274.27,13139.64,
INV1000162,"Wednesday, November 29, 2023",Nov,Wednesday,Weekday,2023-Q4,STR039,PRD0113,Shoes,4,6868.52,0,1123.65,Returning,Digital,27474.08,4494.6,22979.48,
INV1000163,"Sunday, June 8, 2025",Jun,Sunday,Weekend,2025-Q2,STR024,PRD0006,Clothing,4,2302.62,0,1424.69,Returning,Card,9210.48,5698.76,3511.72,
INV1000164,"Saturday, December 7, 2024",Dec,Saturday,Weekend,2024-Q4,STR040,PRD0088,Shoes,5,5199.51,0,909.45,Returning,Card,25997.55,4547.25,21450.3,
INV1000165,"Monday, May 5, 2025",May,Monday,Weekday,2025-Q2,STR003,PRD0006,Clothing,4,675.11,15,1504.12,Returning,Cash,2700.44,6016.48,-3316.04,
INV1000166,"Sunday, September 22, 2024",Sep,Sunday,Weekend,2024-Q3,STR040,PRD0041,Accessories,6,1876.27,10,1721.02,Returning,Digital,11257.62,10326.12,931.5,
INV1000167,"Monday, January 20, 2025",Jan,Monday,Weekday,2025-Q1,STR020,PRD0061,Accessories,4,8212.76,10,1875.83,Returning,Cash,32851.04,7503.32,25347.72,
INV1000168,"Friday, January 12, 2024",Jan,Friday,Weekday,2024-Q1,STR042,PRD0101,Shoes,1,7798.81,0,125.64,New,Card,7798.81,125.64,7673.17,
INV1000169,"Thursday, January 16, 2025",Jan,Thursday,Weekday,2025-Q1,STR045,PRD0015,Clothing,3,1358.53,5,1303.3,Returning,Digital,4075.59,3909.9,165.69,
INV1000170,"Monday, May 12, 2025",May,Monday,Weekday,2025-Q2,STR009,PRD0067,Accessories,2,2311.21,10,497.74,Returning,Card,4622.42,995.48,3626.94,
INV1000171,"Wednesday, October 29, 2025",Oct,Wednesday,Weekday,2025-Q4,STR035,PRD0046,Accessories,4,6855.93,10,622.05,Returning,Cash,27423.72,2488.2,24935.52,
INV1000172,"Monday, November 10, 2025",Nov,Monday,Weekday,2025-Q4,STR020,PRD0029,Clothing,7,4736.68,15,2040.15,Returning,Card,33156.76,14281.05,18875.71,
INV1000173,"Sunday, December 29, 2024",Dec,Sunday,Weekend,2024-Q4,STR047,PRD0036,Clothing,4,1795.05,5,1182.64,Returning,Cash,7180.2,4730.56,2449.64,
INV1000174,"Saturday, May 24, 2025",May,Saturday,Weekend,2025-Q2,STR029,PRD0084,Shoes,6,2646.4,0,1790.75,New,Cash,15878.4,10744.5,5133.9,
INV1000175,"Monday, July 15, 2024",Jul,Monday,Weekday,2024-Q3,STR016,PRD0032,Clothing,2,728.44,0,1727.41,Returning,Card,1456.88,3454.82,-1997.94,
INV1000176,"Tuesday, April 30, 2024",Apr,Tuesday,Weekday,2024-Q2,STR044,PRD0099,Shoes,4,1789.76,25,2306.45,Returning,Cash,7159.04,9225.8,-2066.76,
INV1000177,"Thursday, September 18, 2025",Sep,Thursday,Weekday,2025-Q3,STR019,PRD0042,Accessories,4,3068.53,15,154.08,Returning,Digital,12274.12,616.32,11657.8,
INV1000178,"Thursday, December 28, 2023",Dec,Thursday,Weekday,2023-Q4,STR003,PRD0023,Clothing,6,2380.48,25,847.28,Returning,Cash,14282.88,5083.68,9199.2,
INV1000179,"Sunday, September 7, 2025",Sep,Sunday,Weekend,2025-Q3,STR037,PRD0078,Accessories,3,1340.82,0,1159.57,Returning,Card,4022.46,3478.71,543.75,
INV1000180,"Tuesday, May 28, 2024",May,Tuesday,Weekday,2024-Q2,STR008,PRD0043,Accessories,2,1876.19,0,524.25,Returning,Card,3752.38,1048.5,2703.88,
INV1000181,"Wednesday, April 30, 2025",Apr,Wednesday,Weekday,2025-Q2,STR012,PRD0079,Accessories,3,8604.62,15,699.08,Returning,Cash,25813.86,2097.24,23716.62,
INV1000182,"Monday, August 19, 2024",Aug,Monday,Weekday,2024-Q3,STR021,PRD0032,Clothing,5,530.74,5,1417.26,Returning,Cash,2653.7,7086.3,-4432.6,
INV1000183,"Sunday, September 29, 2024",Sep,Sunday,Weekend,2024-Q3,STR042,PRD0047,Accessories,3,7019.86,0,240.78,Returning,Digital,21059.58,722.34,20337.24,
INV1000184,"Wednesday, July 3, 2024",Jul,Wednesday,Weekday,2024-Q3,STR045,PRD0016,Clothing,2,3374.2,0,1335.51,New,Digital,6748.4,2671.02,4077.38,
INV1000185,"Wednesday, October 1, 2025",Oct,Wednesday,Weekday,2025-Q4,STR027,PRD0090,Shoes,2,4754.49,5,187.31,Returning,Card,9508.98,374.62,9134.36,
INV1000186,"Sunday, April 20, 2025",Apr,Sunday,Weekend,2025-Q2,STR024,PRD0010,Clothing,4,4627.6,15,132.32,New,Digital,18510.4,529.28,17981.12,
INV1000187,"Saturday, April 26, 2025",Apr,Saturday,Weekend,2025-Q2,STR029,PRD0015,Clothing,2,3561.33,5,1450.6,New,Card,7122.66,2901.2,4221.46,
INV1000188,"Wednesday, August 7, 2024",Aug,Wednesday,Weekday,2024-Q3,STR036,PRD0060,Accessories,3,6825.85,0,757.97,New,Cash,20477.55,2273.91,18203.64,
INV1000189,"Tuesday, January 30, 2024",Jan,Tuesday,Weekday,2024-Q1,STR028,PRD0045,Accessories,2,7093.73,0,255.75,Returning,Digital,14187.46,511.5,13675.96,
INV1000190,"Monday, December 16, 2024",Dec,Monday,Weekday,2024-Q4,STR050,PRD0083,Shoes,4,7844,5,1281.36,Returning,Card,31376,5125.44,26250.56,
INV1000191,"Saturday, May 24, 2025",May,Saturday,Weekend,2025-Q2,STR035,PRD0018,Clothing,3,3440.9,0,1145.34,Returning,Digital,10322.7,3436.02,6886.68,
INV1000192,"Tuesday, January 28, 2025",Jan,Tuesday,Weekday,2025-Q1,STR049,PRD0003,Clothing,2,4903.21,10,613.34,Returning,Cash,9806.42,1226.68,8579.74,
INV1000193,"Thursday, January 23, 2025",Jan,Thursday,Weekday,2025-Q1,STR013,PRD0113,Shoes,2,6020.17,15,888.34,New,Cash,12040.34,1776.68,10263.66,
INV1000194,"Friday, January 5, 2024",Jan,Friday,Weekday,2024-Q1,STR003,PRD0058,Accessories,1,6098.51,0,1606.12,Returning,Digital,6098.51,1606.12,4492.39,
INV1000195,"Tuesday, July 1, 2025",Jul,Tuesday,Weekday,2025-Q3,STR009,PRD0065,Accessories,5,9936.79,20,1520.5,Returning,Digital,49683.95,7602.5,42081.45,
INV1000196,"Thursday, January 16, 2025",Jan,Thursday,Weekday,2025-Q1,STR016,PRD0039,Clothing,1,4443.16,5,2074.75,Returning,Card,4443.16,2074.75,2368.41,
INV1000197,"Saturday, May 10, 2025",May,Saturday,Weekend,2025-Q2,STR032,PRD0007,Clothing,4,4875.31,10,2112.23,New,Card,19501.24,8448.92,11052.32,
INV1000198,"Thursday, November 13, 2025",Nov,Thursday,Weekday,2025-Q4,STR049,PRD0069,Accessories,4,4893.13,0,797.09,Returning,Card,19572.52,3188.36,16384.16,
INV1000199,"Sunday, February 23, 2025",Feb,Sunday,Weekend,2025-Q1,STR009,PRD0050,Accessories,4,2655.73,10,699.06,New,Card,10622.92,2796.24,7826.68,
INV1000200,"Monday, July 14, 2025",Jul,Monday,Weekday,2025-Q3,STR039,PRD0078,Accessories,4,683.61,15,805.75,New,Cash,2734.44,3223,-488.56,
INV1000201,"Wednesday, March 20, 2024",Mar,Wednesday,Weekday,2024-Q1,STR022,PRD0039,Clothing,4,4806.59,25,1400.45,Returning,Card,19226.36,5601.8,13624.56,
INV1000202,"Thursday, September 5, 2024",Sep,Thursday,Weekday,2024-Q3,STR046,PRD0027,Clothing,3,2284.84,0,247.42,Returning,Card,6854.52,742.26,6112.26,
INV1000203,"Saturday, March 15, 2025",Mar,Saturday,Weekend,2025-Q1,STR024,PRD0066,Accessories,3,8863.28,15,1552.99,Returning,Card,26589.84,4658.97,21930.87,
INV1000204,"Friday, July 11, 2025",Jul,Friday,Weekday,2025-Q3,STR037,PRD0111,Shoes,1,2393.17,0,1514.27,New,Cash,2393.17,1514.27,878.9,
INV1000205,"Wednesday, October 30, 2024",Oct,Wednesday,Weekday,2024-Q4,STR037,PRD0107,Shoes,4,2569.26,25,318.27,Returning,Digital,10277.04,1273.08,9003.96,
INV1000206,"Sunday, September 7, 2025",Sep,Sunday,Weekend,2025-Q3,STR009,PRD0093,Shoes,6,4735.13,20,1402.12,Returning,Card,28410.78,8412.72,19998.06,
INV1000207,"Thursday, November 13, 2025",Nov,Thursday,Weekday,2025-Q4,STR049,PRD0001,Clothing,4,2355.77,0,1495.08,New,Card,9423.08,5980.32,3442.76,
INV1000208,"Tuesday, January 14, 2025",Jan,Tuesday,Weekday,2025-Q1,STR040,PRD0062,Accessories,6,6695.06,5,1061.08,Returning,Cash,40170.36,6366.48,33803.88,
INV1000209,"Tuesday, May 21, 2024",May,Tuesday,Weekday,2024-Q2,STR033,PRD0105,Shoes,3,5824.59,25,590.11,Returning,Cash,17473.77,1770.33,15703.44,
INV1000210,"Thursday, February 8, 2024",Feb,Thursday,Weekday,2024-Q1,STR040,PRD0068,Accessories,3,2748.46,15,151.62,Returning,Cash,8245.38,454.86,7790.52,
INV1000211,"Friday, December 22, 2023",Dec,Friday,Weekday,2023-Q4,STR044,PRD0106,Shoes,7,6904.64,20,1398.87,New,Cash,48332.48,9792.09,38540.39,
INV1000212,"Sunday, June 22, 2025",Jun,Sunday,Weekend,2025-Q2,STR011,PRD0011,Clothing,4,2749.36,15,501.79,New,Digital,10997.44,2007.16,8990.28,
INV1000213,"Tuesday, October 21, 2025",Oct,Tuesday,Weekday,2025-Q4,STR045,PRD0114,Shoes,6,4880.85,20,399.2,New,Digital,29285.1,2395.2,26889.9,
INV1000214,"Tuesday, February 6, 2024",Feb,Tuesday,Weekday,2024-Q1,STR014,PRD0076,Accessories,4,1698.66,15,960.95,Returning,Digital,6794.64,3843.8,2950.84,
INV1000215,"Sunday, October 26, 2025",Oct,Sunday,Weekend,2025-Q4,STR044,PRD0115,Shoes,8,4692.05,10,1748.78,New,Card,37536.4,13990.24,23546.16,
INV1000216,"Saturday, October 19, 2024",Oct,Saturday,Weekend,2024-Q4,STR005,PRD0044,Accessories,5,6170.14,5,679.43,New,Card,30850.7,3397.15,27453.55,
INV1000217,"Thursday, August 14, 2025",Aug,Thursday,Weekday,2025-Q3,STR025,PRD0056,Accessories,1,2101.66,0,1300.54,Returning,Cash,2101.66,1300.54,801.12,
INV1000218,"Wednesday, October 9, 2024",Oct,Wednesday,Weekday,2024-Q4,STR010,PRD0049,Accessories,3,7203.27,10,1377.85,Returning,Card,21609.81,4133.55,17476.26,
INV1000219,"Friday, June 13, 2025",Jun,Friday,Weekday,2025-Q2,STR049,PRD0035,Clothing,2,960.04,5,683.98,New,Cash,1920.08,1367.96,552.12,
INV1000220,"Saturday, December 2, 2023",Dec,Saturday,Weekend,2023-Q4,STR036,PRD0012,Clothing,5,3186.16,20,1180.8,Returning,Cash,15930.8,5904,10026.8,
INV1000221,"Wednesday, August 28, 2024",Aug,Wednesday,Weekday,2024-Q3,STR018,PRD0039,Clothing,2,1707.83,0,1491.2,Returning,Card,3415.66,2982.4,433.26,
INV1000222,"Friday, March 8, 2024",Mar,Friday,Weekday,2024-Q1,STR016,PRD0093,Shoes,5,5300.24,0,1665.17,Returning,Card,26501.2,8325.85,18175.35,
INV1000223,"Wednesday, September 17, 2025",Sep,Wednesday,Weekday,2025-Q3,STR040,PRD0049,Accessories,2,8099.54,0,1218.63,Returning,Digital,16199.08,2437.26,13761.82,
INV1000224,"Saturday, September 14, 2024",Sep,Saturday,Weekend,2024-Q3,STR013,PRD0062,Accessories,6,3347.58,25,1560.55,Returning,Digital,20085.48,9363.3,10722.18,
INV1000225,"Thursday, June 19, 2025",Jun,Thursday,Weekday,2025-Q2,STR021,PRD0049,Accessories,3,3018.91,0,1457.34,New,Digital,9056.73,4372.02,4684.71,
INV1000226,"Saturday, September 14, 2024",Sep,Saturday,Weekend,2024-Q3,STR002,PRD0094,Shoes,2,4123.68,5,977.29,Returning,Cash,8247.36,1954.58,6292.78,
INV1000227,"Tuesday, December 10, 2024",Dec,Tuesday,Weekday,2024-Q4,STR020,PRD0031,Clothing,6,1637.07,5,1407.55,Returning,Digital,9822.42,8445.3,1377.12,
INV1000228,"Friday, May 23, 2025",May,Friday,Weekday,2025-Q2,STR045,PRD0054,Accessories,2,5573.36,0,2098.22,New,Cash,11146.72,4196.44,6950.28,
INV1000229,"Saturday, September 13, 2025",Sep,Saturday,Weekend,2025-Q3,STR011,PRD0083,Shoes,4,5211.28,10,1241.33,New,Cash,20845.12,4965.32,15879.8,
INV1000230,"Thursday, July 4, 2024",Jul,Thursday,Weekday,2024-Q3,STR015,PRD0066,Accessories,2,7544.47,10,1610.92,Returning,Card,15088.94,3221.84,11867.1,
INV1000231,"Thursday, February 15, 2024",Feb,Thursday,Weekday,2024-Q1,STR010,PRD0045,Accessories,3,9977.72,0,249.87,Returning,Card,29933.16,749.61,29183.55,
INV1000232,"Monday, November 3, 2025",Nov,Monday,Weekday,2025-Q4,STR014,PRD0067,Accessories,3,4984.38,5,530.09,Returning,Cash,14953.14,1590.27,13362.87,
INV1000233,"Saturday, July 27, 2024",Jul,Saturday,Weekend,2024-Q3,STR022,PRD0083,Shoes,5,1587.41,20,1356.02,Returning,Card,7937.05,6780.1,1156.95,
INV1000234,"Wednesday, September 24, 2025",Sep,Wednesday,Weekday,2025-Q3,STR030,PRD0030,Clothing,1,4089.9,0,1311.81,Returning,Digital,4089.9,1311.81,2778.09,
INV1000235,"Sunday, September 1, 2024",Sep,Sunday,Weekend,2024-Q3,STR029,PRD0076,Accessories,3,4466.66,0,682.88,New,Digital,13399.98,2048.64,11351.34,
INV1000236,"Wednesday, May 14, 2025",May,Wednesday,Weekday,2025-Q2,STR021,PRD0026,Clothing,5,2558.98,20,669.23,Returning,Card,12794.9,3346.15,9448.75,
INV1000237,"Friday, October 10, 2025",Oct,Friday,Weekday,2025-Q4,STR008,PRD0045,Accessories,3,3714.25,0,247.36,Returning,Card,11142.75,742.08,10400.67,
INV1000238,"Tuesday, July 22, 2025",Jul,Tuesday,Weekday,2025-Q3,STR008,PRD0024,Clothing,2,2179.88,0,338.69,Returning,Card,4359.76,677.38,3682.38,
INV1000239,"Tuesday, October 8, 2024",Oct,Tuesday,Weekday,2024-Q4,STR042,PRD0023,Clothing,2,2997.11,0,743.38,Returning,Digital,5994.22,1486.76,4507.46,
INV1000240,"Sunday, January 12, 2025",Jan,Sunday,Weekend,2025-Q1,STR013,PRD0105,Shoes,6,3564.4,10,621.92,Returning,Cash,21386.4,3731.52,17654.88,
INV1000241,"Friday, May 23, 2025",May,Friday,Weekday,2025-Q2,STR002,PRD0102,Shoes,3,6279.61,0,1347.17,Returning,Digital,18838.83,4041.51,14797.32,
INV1000242,"Friday, May 30, 2025",May,Friday,Weekday,2025-Q2,STR032,PRD0071,Accessories,3,5254.82,0,515.44,Returning,Cash,15764.46,1546.32,14218.14,
INV1000243,"Saturday, September 20, 2025",Sep,Saturday,Weekend,2025-Q3,STR047,PRD0057,Accessories,2,5599.63,0,508.46,Returning,Card,11199.26,1016.92,10182.34,
INV1000244,"Saturday, June 22, 2024",Jun,Saturday,Weekend,2024-Q2,STR006,PRD0057,Accessories,6,8693.32,15,360.09,Returning,Digital,52159.92,2160.54,49999.38,
INV1000245,"Wednesday, June 19, 2024",Jun,Wednesday,Weekday,2024-Q2,STR041,PRD0055,Accessories,3,1910.02,0,1139.16,Returning,Cash,5730.06,3417.48,2312.58,
INV1000246,"Tuesday, August 20, 2024",Aug,Tuesday,Weekday,2024-Q3,STR035,PRD0022,Clothing,3,1956.44,0,1542.9,Returning,Cash,5869.32,4628.7,1240.62,
INV1000247,"Sunday, September 21, 2025",Sep,Sunday,Weekend,2025-Q3,STR049,PRD0101,Shoes,1,3763.49,0,100.34,New,Card,3763.49,100.34,3663.15,
INV1000248,"Thursday, August 28, 2025",Aug,Thursday,Weekday,2025-Q3,STR016,PRD0098,Shoes,2,6873.6,0,1057.88,Returning,Cash,13747.2,2115.76,11631.44,
INV1000249,"Monday, December 2, 2024",Dec,Monday,Weekday,2024-Q4,STR050,PRD0012,Clothing,4,2312.83,10,1166.11,Returning,Card,9251.32,4664.44,4586.88,
INV1000250,"Monday, July 1, 2024",Jul,Monday,Weekday,2024-Q3,STR043,PRD0090,Shoes,1,3379.2,5,156.42,Returning,Card,3379.2,156.42,3222.78,
INV1000251,"Wednesday, November 6, 2024",Nov,Wednesday,Weekday,2024-Q4,STR019,PRD0044,Accessories,4,5608.91,20,553.82,Returning,Digital,22435.64,2215.28,20220.36,
INV1000252,"Friday, January 31, 2025",Jan,Friday,Weekday,2025-Q1,STR002,PRD0016,Clothing,2,4682.45,5,980.06,New,Digital,9364.9,1960.12,7404.78,
INV1000253,"Sunday, September 14, 2025",Sep,Sunday,Weekend,2025-Q3,STR018,PRD0012,Clothing,4,3445.65,0,954.32,Returning,Card,13782.6,3817.28,9965.32,
INV1000254,"Saturday, March 22, 2025",Mar,Saturday,Weekend,2025-Q1,STR015,PRD0055,Accessories,1,6658.21,0,1439.74,Returning,Card,6658.21,1439.74,5218.47,
INV1000255,"Sunday, March 23, 2025",Mar,Sunday,Weekend,2025-Q1,STR022,PRD0105,Shoes,3,1668.28,10,694.45,Returning,Cash,5004.84,2083.35,2921.49,
INV1000256,"Friday, April 5, 2024",Apr,Friday,Weekday,2024-Q2,STR021,PRD0048,Accessories,2,8845.59,15,536.97,New,Card,17691.18,1073.94,16617.24,
INV1000257,"Wednesday, April 24, 2024",Apr,Wednesday,Weekday,2024-Q2,STR040,PRD0084,Shoes,3,1981.64,0,1698.37,Returning,Digital,5944.92,5095.11,849.81,
INV1000258,"Tuesday, December 17, 2024",Dec,Tuesday,Weekday,2024-Q4,STR006,PRD0115,Shoes,3,1523.35,5,2019.19,New,Cash,4570.05,6057.57,-1487.52,
INV1000259,"Monday, October 27, 2025",Oct,Monday,Weekday,2025-Q4,STR036,PRD0077,Accessories,6,6120.08,15,1916.73,New,Card,36720.48,11500.38,25220.1,
INV1000260,"Tuesday, July 23, 2024",Jul,Tuesday,Weekday,2024-Q3,STR013,PRD0096,Shoes,2,3620.61,15,873.32,New,Card,7241.22,1746.64,5494.58,
INV1000261,"Wednesday, October 9, 2024",Oct,Wednesday,Weekday,2024-Q4,STR005,PRD0068,Accessories,5,8920.63,0,129.57,Returning,Card,44603.15,647.85,43955.3,
INV1000262,"Sunday, January 28, 2024",Jan,Sunday,Weekend,2024-Q1,STR049,PRD0061,Accessories,1,9558.19,0,2194.24,Returning,Card,9558.19,2194.24,7363.95,
INV1000263,"Saturday, January 4, 2025",Jan,Saturday,Weekend,2025-Q1,STR019,PRD0081,Shoes,5,5930.93,5,1291.24,New,Card,29654.65,6456.2,23198.45,
INV1000264,"Sunday, July 13, 2025",Jul,Sunday,Weekend,2025-Q3,STR033,PRD0027,Clothing,5,4884.41,0,238.14,Returning,Card,24422.05,1190.7,23231.35,
INV1000265,"Thursday, February 6, 2025",Feb,Thursday,Weekday,2025-Q1,STR028,PRD0094,Shoes,3,7664.68,0,807.79,Returning,Digital,22994.04,2423.37,20570.67,
INV1000266,"Monday, May 6, 2024",May,Monday,Weekday,2024-Q2,STR048,PRD0023,Clothing,4,1037.49,10,808.55,Returning,Digital,4149.96,3234.2,915.76,
INV1000267,"Wednesday, March 20, 2024",Mar,Wednesday,Weekday,2024-Q1,STR017,PRD0022,Clothing,3,2173.41,20,1568.98,Returning,Card,6520.23,4706.94,1813.29,
INV1000268,"Saturday, April 12, 2025",Apr,Saturday,Weekend,2025-Q2,STR034,PRD0009,Clothing,3,1683.27,10,1072.98,Returning,Card,5049.81,3218.94,1830.87,
INV1000269,"Sunday, March 17, 2024",Mar,Sunday,Weekend,2024-Q1,STR024,PRD0021,Clothing,3,1648.02,5,1371.98,New,Digital,4944.06,4115.94,828.12,
INV1000270,"Wednesday, December 27, 2023",Dec,Wednesday,Weekday,2023-Q4,STR016,PRD0006,Clothing,5,2622.94,0,1320.87,Returning,Card,13114.7,6604.35,6510.35,
INV1000271,"Friday, April 18, 2025",Apr,Friday,Weekday,2025-Q2,STR047,PRD0041,Accessories,1,2931.2,0,1195.77,New,Digital,2931.2,1195.77,1735.43,
INV1000272,"Thursday, October 3, 2024",Oct,Thursday,Weekday,2024-Q4,STR003,PRD0052,Accessories,5,968.59,0,491.11,New,Cash,4842.95,2455.55,2387.4,
INV1000273,"Friday, July 18, 2025",Jul,Friday,Weekday,2025-Q3,STR037,PRD0101,Shoes,1,2988.15,5,127.79,Returning,Card,2988.15,127.79,2860.36,
INV1000274,"Tuesday, September 2, 2025",Sep,Tuesday,Weekday,2025-Q3,STR010,PRD0001,Clothing,1,4695.79,5,1064.5,Returning,Cash,4695.79,1064.5,3631.29,
INV1000275,"Thursday, May 15, 2025",May,Thursday,Weekday,2025-Q2,STR043,PRD0049,Accessories,2,8535.36,0,1426.66,Returning,Digital,17070.72,2853.32,14217.4,
INV1000276,"Tuesday, May 6, 2025",May,Tuesday,Weekday,2025-Q2,STR010,PRD0092,Shoes,2,2814.74,0,1056.41,Returning,Digital,5629.48,2112.82,3516.66,
INV1000277,"Saturday, July 19, 2025",Jul,Saturday,Weekend,2025-Q3,STR038,PRD0013,Clothing,4,2774.42,0,158.67,Returning,Cash,11097.68,634.68,10463,
INV1000278,"Saturday, October 19, 2024",Oct,Saturday,Weekend,2024-Q4,STR017,PRD0109,Shoes,4,3068.06,10,1077.84,Returning,Cash,12272.24,4311.36,7960.88,
INV1000279,"Sunday, October 6, 2024",Oct,Sunday,Weekend,2024-Q4,STR050,PRD0075,Accessories,5,1357.04,5,1133.12,Returning,Card,6785.2,5665.6,1119.6,
INV1000280,"Monday, November 3, 2025",Nov,Monday,Weekday,2025-Q4,STR008,PRD0012,Clothing,4,1209.27,15,1139.08,New,Cash,4837.08,4556.32,280.76,
INV1000281,"Friday, December 22, 2023",Dec,Friday,Weekday,2023-Q4,STR033,PRD0007,Clothing,6,3547.33,30,1622.93,Returning,Digital,21283.98,9737.58,11546.4,
INV1000282,"Monday, April 1, 2024",Apr,Monday,Weekday,2024-Q2,STR009,PRD0016,Clothing,5,553.81,30,1285.43,Returning,Card,2769.05,6427.15,-3658.1,
INV1000283,"Tuesday, December 12, 2023",Dec,Tuesday,Weekday,2023-Q4,STR042,PRD0011,Clothing,4,3120.46,15,465.69,New,Digital,12481.84,1862.76,10619.08,
INV1000284,"Thursday, February 6, 2025",Feb,Thursday,Weekday,2025-Q1,STR008,PRD0006,Clothing,5,4740.26,20,1136.65,New,Card,23701.3,5683.25,18018.05,
INV1000285,"Sunday, August 10, 2025",Aug,Sunday,Weekend,2025-Q3,STR014,PRD0024,Clothing,3,1737.42,0,386.87,New,Card,5212.26,1160.61,4051.65,
INV1000286,"Wednesday, June 12, 2024",Jun,Wednesday,Weekday,2024-Q2,STR036,PRD0062,Accessories,3,891.5,0,1200.07,New,Digital,2674.5,3600.21,-925.71,
INV1000287,"Wednesday, March 26, 2025",Mar,Wednesday,Weekday,2025-Q1,STR035,PRD0102,Shoes,3,940.62,10,1400.31,Returning,Card,2821.86,4200.93,-1379.07,
INV1000288,"Thursday, December 21, 2023",Dec,Thursday,Weekday,2023-Q4,STR021,PRD0050,Accessories,4,2923.23,5,642.81,Returning,Digital,11692.92,2571.24,9121.68,
INV1000289,"Wednesday, January 17, 2024",Jan,Wednesday,Weekday,2024-Q1,STR015,PRD0021,Clothing,3,950.6,0,1733.4,Returning,Digital,2851.8,5200.2,-2348.4,
INV1000290,"Thursday, July 17, 2025",Jul,Thursday,Weekday,2025-Q3,STR012,PRD0031,Clothing,7,3166.34,10,1833.63,Returning,Card,22164.38,12835.41,9328.97,
INV1000291,"Tuesday, October 1, 2024",Oct,Tuesday,Weekday,2024-Q4,STR013,PRD0108,Shoes,2,7913.64,5,1067.42,New,Card,15827.28,2134.84,13692.44,
INV1000292,"Monday, April 1, 2024",Apr,Monday,Weekday,2024-Q2,STR002,PRD0068,Accessories,2,4936.49,10,150.15,Returning,Digital,9872.98,300.3,9572.68,
INV1000293,"Wednesday, March 13, 2024",Mar,Wednesday,Weekday,2024-Q1,STR021,PRD0008,Clothing,4,598.61,20,274.37,Returning,Card,2394.44,1097.48,1296.96,
INV1000294,"Tuesday, April 30, 2024",Apr,Tuesday,Weekday,2024-Q2,STR043,PRD0051,Accessories,3,5984.36,0,750.82,Returning,Card,17953.08,2252.46,15700.62,
INV1000295,"Tuesday, November 19, 2024",Nov,Tuesday,Weekday,2024-Q4,STR012,PRD0091,Shoes,7,7774.95,20,332.21,Returning,Card,54424.65,2325.47,52099.18,
INV1000296,"Monday, June 23, 2025",Jun,Monday,Weekday,2025-Q2,STR047,PRD0001,Clothing,3,4769.55,0,1550.91,Returning,Digital,14308.65,4652.73,9655.92,
INV1000297,"Friday, October 25, 2024",Oct,Friday,Weekday,2024-Q4,STR040,PRD0029,Clothing,3,3378.41,5,1439.41,Returning,Cash,10135.23,4318.23,5817,
INV1000298,"Wednesday, February 19, 2025",Feb,Wednesday,Weekday,2025-Q1,STR006,PRD0106,Shoes,3,5904.55,20,1391.15,Returning,Card,17713.65,4173.45,13540.2,
INV1000299,"Thursday, May 9, 2024",May,Thursday,Weekday,2024-Q2,STR007,PRD0093,Shoes,3,809.22,10,1531.72,Returning,Card,2427.66,4595.16,-2167.5,
